0	-0.00094640625
0.001	-0.0009328125
0.002	-0.00092671875
0.003	-0.0009684375
0.004	-0.000979375
0.005	-0.00094296875
0.006	-0.0009915625
0.007	-0.0009459375
0.008	-0.00096015625
0.009	-0.0009546875
0.01	-0.00094015625
0.011	-0.00096484375
0.012	-0.00094734375
0.013	-0.000966875
0.014	-0.00094484375
0.015	-0.00097734375
0.016	-0.00096265625
0.017	-0.00094890625
0.018	-0.00098140625
0.019	-0.00098421875
0.02	-0.00094546875
0.021	-0.00093671875
0.022	-0.00098890625
0.023	-0.0009471875
0.024	-0.00098109375
0.025	-0.00093375
0.026	-0.000955625
0.027	-0.00098828125
0.028	-0.00097296875
0.029	-0.000966875
0.03	-0.00095109375
0.031	-0.0009675
0.032	-0.0009478125
0.033	-0.00095546875
0.034	-0.0009290625
0.035	-0.000944375
0.036	-0.0009634375
0.037	-0.00093796875
0.038	-0.00096890625
0.039	-0.0009475
0.04	-0.00095515625
0.041	-0.000954375
0.042	-0.000939375
0.043	-0.00096046875
0.044	-0.000946875
0.045	-0.00096796875
0.046	-0.00093328125
0.047	-0.000961875
0.048	-0.00094171875
0.049	-0.0009525
0.05	-0.0010109375
0.051	-0.000936875
0.052	-0.0009959375
0.053	-0.00095390625
0.054	-0.0009846875
0.055	-0.00097046875
0.056	-0.000948125
0.057	-0.00092890625
0.058	-0.00097421875
0.059	-0.00095828125
0.06	-0.0009934375
0.061	-0.0009903125
0.062	-0.0009590625
0.063	-0.00094171875
0.064	-0.00100390625
0.065	-0.00090953125
0.066	-0.0009359375
0.067	-0.00095625
0.068	-0.00091046875
0.069	-0.00096296875
0.07	-0.000940625
0.071	-0.00097140625
0.072	-0.00094765625
0.073	-0.00093578125
0.074	-0.00092546875
0.075	-0.00095015625
0.076	-0.000954375
0.077	-0.00095328125
0.078	-0.000989375
0.079	-0.00094109375
0.08	-0.0009628125
0.081	-0.000975625
0.082	-0.00093453125
0.083	-0.000966875
0.084	-0.00094140625
0.085	-0.00093875
0.086	-0.00095
0.087	-0.00098109375
0.088	-0.00095875
0.089	-0.0009353125
0.09	-0.000928125
0.091	-0.00097296875
0.092	-0.00092390625
0.093	-0.00098375
0.094	-0.00091265625
0.095	-0.00098296875
0.096	-0.00099765625
0.097	-0.00094578125
0.098	-0.0009753125
0.099	-0.000955625
0.1	-0.00099484375
0.101	-0.0009034375
0.102	-0.00098046875
0.103	-0.00094421875
0.104	-0.00092234375
0.105	-0.0009375
0.106	-0.0009696875
0.107	-0.0010084375
0.108	-0.0009296875
0.109	-0.00096046875
0.11	-0.00097328125
0.111	-0.00097671875
0.112	-0.00096625
0.113	-0.00093703125
0.114	-0.000928125
0.115	-0.00096375
0.116	-0.00095125
0.117	-0.00098671875
0.118	-0.00098890625
0.119	-0.00096078125
0.12	-0.000953125
0.121	-0.0009390625
0.122	-0.00091921875
0.123	-0.00095703125
0.124	-0.00092984375
0.125	-0.00098921875
0.126	-0.000916875
0.127	-0.0009684375
0.128	-0.0009478125
0.129	-0.000950625
0.13	-0.0009775
0.131	-0.00093640625
0.132	-0.00095296875
0.133	-0.00096796875
0.134	-0.000928125
0.135	-0.0009675
0.136	-0.00096375
0.137	-0.00095328125
0.138	-0.00092390625
0.139	-0.00093234375
0.14	-0.00093328125
0.141	-0.00096953125
0.142	-0.000970625
0.143	-0.00095265625
0.144	-0.0009484375
0.145	-0.00094328125
0.146	-0.00095390625
0.147	-0.000919375
0.148	-0.00095765625
0.149	-0.0009734375
0.15	-0.000939375
0.151	-0.00092328125
0.152	-0.00098109375
0.153	-0.0009275
0.154	-0.0009475
0.155	-0.0009625
0.156	-0.00097640625
0.157	-0.00092671875
0.158	-0.00097828125
0.159	-0.00095734375
0.16	-0.0010071875
0.161	-0.00093859375
0.162	-0.00095625
0.163	-0.0009284375
0.164	-0.0009609375
0.165	-0.00097
0.166	-0.0009634375
0.167	-0.00097296875
0.168	-0.00096765625
0.169	-0.00095328125
0.17	-0.00092671875
0.171	-0.00094984375
0.172	-0.00091875
0.173	-0.000948125
0.174	-0.0009415625
0.175	-0.00095
0.176	-0.000966875
0.177	-0.00095765625
0.178	-0.00093609375
0.179	-0.000944375
0.18	-0.0009784375
0.181	-0.00093546875
0.182	-0.00095390625
0.183	-0.000935625
0.184	-0.000953125
0.185	-0.00094546875
0.186	-0.00096515625
0.187	-0.000978125
0.188	-0.00093578125
0.189	-0.0009621875
0.19	-0.00096453125
0.191	-0.00096875
0.192	-0.00094546875
0.193	-0.00094109375
0.194	-0.0009846875
0.195	-0.000951875
0.196	-0.00095609375
0.197	-0.00092234375
0.198	-0.00096984375
0.199	-0.000975625
0.2	-0.00094625
0.201	-0.00092875
0.202	-0.00092609375
